F043	DISPLAY_CALL_NO	TITLE	URL_Voyager	NORMALIZED_CALL_NO
"  an-us---"	"BP173.J8 S344 2013"	"Sons of Abraham : a candid conversation about the issues that divide and unite Jews and Muslims / Rabbi Marc Schneier, Imam Shamsi Ali ; [foreword by] PRESIDENT BILL CLINTON ; [introduction by] Samuel G. Freedman. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700419	"BP  173            J 8   S 344   2013"
	"P302.8 .H47 2013"	"Storytelling and the sciences of mind / David Herman. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700420	"P  3028           H 47   2013"
	"U162 .F86 2013"	"Strategy : a history / Lawrence Freedman. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700421	"U  162            F 86   2013"
"  an-us-dc"	"GR110.W37 P64 2013"	"Urban legends and historic lore of Washington, D.C. / Robert S. Pohl. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700428	"GR  110            W 37   P 64   2013"
"  aa-af---"	"DS371.412 .C656 2013"	"Afghan War in 2013 : meeting the challenges of transition. Volume III, Security and the ANSF / author, Anthony H. Cordesman ; with assistance from Bryan Gold and Ashley Hess. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692542	"DS  371412         C 656   2013"
	"BS1171.3 .M37 2013"	"Zionist Bible : biblical precedent, colonialism and the erasure of memory / Nur Masalha. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692545	"BS 11713           M 37   2013"
	"B105.R27 .T35 2013"	"Reflections of a metaphysical fl¿¿¿¿¿¿aneur and other essays / Raymond Tallis. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692548	"B  105            R 27   T 35   2013"
"  an-us-tx"	"PS3570.A948 A69 1983"	"Afoot in a field of men and other stories from Dallas east side / by Pat Ellis Taylor. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692550	"PS 3570            A 948   A 69   1983"
	"BP605.N46 M63 2013"	"Modern pagan and native faith movements in central and eastern Europe / edited by Kaarina Aitamurto and Scott Simpson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692552	"BP  605            N 46   M 63   2013"
	"DK262 .I54 2013"	"Grosse Bruch : Russland im Epochenjahr 1913 : Kultur, Gesellschaft, Politik / Felix Philipp Ingold. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692554	"DK  262            I 54   2013"
"  an-us---"	"LB1763.T4 R66 2014"	"Texes 191 Generalist Ec-6 / Luis A. Rosado. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692555	"LB 1763            T 4   R 66   2014"
	"H61 .W497 2013"	"What is theory? : answers from the social and cultural sciences / Herve¿¿ Corvellec (ed.). "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692558	"H   61            W 497   2013"
"  ae-it---"	"DG737.2 .C732 2013"	"Cronica / Dino Compagni ; introduzione e commento di Davide Cappi. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692561	"DG  7372           C 732   2013"
	"PT2671.L84 N33 2013"	"Nachricht von ruhigen Momenten : 89 Geschichten / Alexander Kluge ; Gerhard Richter, 64 Bilder. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692598	"PT 2671            L 84   N 33   2013"
	"PT2672.E857 U58 2013"	"Unter der Hand : Roman / Dagmar Leupold. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692599	"PT 2672            E 857   U 58   2013"
	"PT2681.T6898 L53 2013"	"Lichter des Toren : der Idiot und seine Zeit / Botho Strauss. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692603	"PT 2681            T 6898   L 53   2013"
	"PT2671.E32 F2 2013"	"F / Daniel Kehlmann. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692606	"PT 2671            E 32   F 2   2013"
	"PT2680.U453 H46 2013"	"Henkerslos : ein Ma¿¿rchenbrevier / Ingo Schulze, Christine Traber ; mit Illustrationen von Sebastian Meschenmoser und einem Nachwort von Norbert Miller. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692611	"PT 2680            U 453   H 46   2013"
	"PT2661.U4 G88 2013"	"Gutes Geld : Roman in drei Anleitungen / Ernst Augustin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692615	"PT 2661            U 4   G 88   2013"
	"PT2667.L53 G76 2013"	"Gro¿¿ssere Wunder : Roman / Thomas Glavinic. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692630	"PT 2667            L 53   G 76   2013"
	"PT2673.E74 U54 2013"	"Unerwarteter Verlauf : Gedichte / Klaus Merz ; mit fu¿¿nf Pinselzeichnungen von Heinz Egger. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692632	"PT 2673            E 74   U 54   2013"
	"PT2680.U88 B55 2013"	"Blickrichtungen / Julian Schutting. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692640	"PT 2680            U 88   B 55   2013"
	"PT2669.N4 N63 2013"	"Noch ein Leben fu¿¿r John Potocki : Roman / Felix Philipp Ingold. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692642	"PT 2669            N 4   N 63   2013"
"  ae-fr---aae-----"	"N7337 .C47 2013"	"Travel, collecting, and museums of Asian art in nineteenth-century Paris / Ting Chang. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692656	"N 7337            C 47   2013"
"  an-us-tx"	"F392.A15 P4866 2010"	"Archaeological surveys for Hill Country Telephone Cooperative's zones 1-5 fiber optic project, west-central Texas / prepared by Abigail Peyton ; with contributions by Michael R. Chavez [ and 8 others] ; principal investigator, Kevin A. Miller. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692687	"F  392            A 15   P 4866   2010"
"  an-us---"	"E840.8.R597 A3 1996"	"Bare knuckles and back rooms : my life in American politics / Ed Rollins with Tom DeFrank. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692691	"E  8408           R 597   A 3   1996"
"  an-us-tx"	"E78.T4 C76 2010"	"Archaeological testing at 41GV120 for the Clear Creek improvement project, Galveston County, Texas / prepared by Michael S. Crow [and 3 others] ; principal investigator, Kevin A. Miller. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692732	"E   78            T 4   C 76   2010"
	"PR2997.P6 H47 2012"	"William Shakespeare / Joelle Herr. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692780	"PR 2997            P 6   H 47   2012"
	"PT405 .F56 2013"	"Unterwegs zum Anderen? : literarische Er-Fahrungen der kriegerischen Auflo¿¿sung Jugoslawiens aus deutschsprachiger Perspektive / von Daniela Finzi. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692824	"PT  405            F 56   2013"
	"PT2688.E28 G66 2013"	"Good morning, boys and girls : Theaterstu¿¿cke / Juli Zeh. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692827	"PT 2688            E 28   G 66   2013"
	"PT2681.U74 Z44 2012"	"""Das Parfum"" und das Bo¿¿se : Patrick Su¿¿skinds Protagonist Jean Baptiste Grenouille / Martina Jansen. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692828	"PT 2681            U 74   Z 44   2012"
	"PT405 .A72 2012"	"Armut : zur Darstellung von Zeitgeschichte in deutschsprachiger Gegenwartsliteratur (VII) / herausgegeben von Martin Hellstro¿¿m und Edgar Platen. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692831	"PT  405            A 72   2012"
	"PT2682.R56 U34 2013"	"U¿¿berflu¿¿ssige Mensch / Ilija Trojanow. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692833	"PT 2682            R 56   U 34   2013"
"  an-us---"	"KF6369.85 .I77"	"IRS enrolled agent : exam course & review materials. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692834	"KF 636985          I 77"
	"PT3868.5 .K66 2013"	"Welt schreiben : Globalisierungstendenzen in der deutschsprachigen Gegenwartsliteratur aus der Schweiz / Annette Ko¿¿nig. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692835	"PT 38685           K 66   2013"
	"PT749.F34 R45 2013"	"Rekonstruktion und Entheroisierung : Paradigmen des ""Generationenromans"" in der deutschsprachigen Gegenwartsliteratur / Julian Reidy. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692845	"PT  749            F 34   R 45   2013"
	"PT2665.R17 H86 2013"	"Hu¿¿ndle kam weiter auf drein / Elke Erb ; von Urs Engeler herausgegeben. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692846	"PT 2665            R 17   H 86   2013"
	"PT2680.M48 N33 2013"	"Nachbar Tod : Kriminalroman / Alfred Paul Schmidt ; mit einem Nachwort von Hugo Keiper. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692847	"PT 2680            M 48   N 33   2013"
	"PT2665.L67 A6 2013"	"Gesammelte Erza¿¿hlungen / Gisela Elsner. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692848	"PT 2665            L 67   A 6   2013"
"  an-us-tx"	"F392.B5 M5576 2011"	"Cultural resource investigations for the Bexar County Flood Control program, Phase II, San Antonio, Texas / prepared by Kevin A. Miller, Mary Jo Galindo, Abigail Peyton, Christian T. Hartnett, and Julie D. McGilvray ; principal investigator, Kevin A. Mill"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692885	"F  392            B 5   M 5576   2011"
"  as-pe---"	"F3429.1.C485 B37 2007"	"Checta : piedra partida, len¿¿a rajada = broken rock, cracked firewood / Marti¿¿n Barco. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692914	"F 34291           C 485   B 37   2007"
	"QK495.O64 S24"	"Sander's list of orchid hybrids. Addendum. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692957	"QK  495            O 64   S 24"
	"AP2 .S83"	"Southern humanities review. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692970	"AP    2            S 83"
	"B316 .W38 2009"	"Why Socrates died : dispelling the myths / Robin Waterfield. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694285	"B  316            W 38   2009"
"  an-us---acl-----"	"E184.S75 S83 2013"	"Latino Americans : the 500-year legacy that shaped a nation / Ray Suarez. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694289	"E  184            S 75   S 83   2013"
"  acl-----"	"LA543 .L36 2013"	"Latin America's new knowledge economy : higher education, government, and international collaboration / edited by Jorge Bala¿¿n. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694492	"LA  543            L 36   2013"
		"Microeconomics / Austan Goolsbee, the University of Chicago Booth School of Business, Steven Levitt, the University of Chicago, Chad Syverson, the University of Chicago Booth School of Business. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694514	
	"TP548.5.F55 F53 2012"	"Flavor chemistry of wine and other alcoholic beverages / Michael C. Qian, editor, Oregon State University Corvallis, Oregon ; Thomas H. Shellhammer, editor, Oregon State University Corvallis, Oregon ; sponsored by the ACS Division of Agricultural and Food"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694522	"TP  5485           F 55   F 53   2012"
	"TP339 .D48 2013"	"Developments in biotechnology and bioprocessing / Anne Kantardjieff, editor, Alexion Pharmaceuticals, Cheshire, Connecticut ; Prashanth Asuri, editor, Santa Clara University, Santa Clara, California ; Jonathan L. Coffman, editor, Pfizer, Inc., Andover, Ma"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694524	"TP  339            D 48   2013"
	"QD96.N8 N588 2013"	"NMR spectroscopy in the undergraduate curriculum / David Soulsby, editor, University of Redlands, Redlands, California, Laura J. Anna, editor, Montgomery College Rockville, Maryland, Anton S. Wallner, editor, Barry University, Miami Shores, Florida ; spon"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694527	"QD   96            N 8   N 588   2013"
	"TD430 .N68 2013"	"Novel solutions to water pollution / Satinder Ahuja, editor, Ahuja Consulting, Calabash, North Carolina ; Kiril Hristovski, editor, Arizona State University, Tempe, Arizona ; sponsored by the ACS Division of Environmental Chemistry, Inc. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694529	"TD  430            N 68   2013"
"  ae------"	"TR706 .B43 2013"	"Stonework and lime kilns / Bernd & Hilla Becher. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694530	"TR  706            B 43   2013"
"  ar------ae-uk---"	"G630.B7 B87 2013"	"Geographies of the romantic north : science, antiquarianism, and travel, 1790-1830 / Angela Byrne. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694532	"G  630            B 7   B 87   2013"
	"N6923.P38 A4 2013"	"Giuseppe Penone : the hidden life within / Germano Celant, John Bentley Mays, Didier Semin ; edited by Matthew Teitelbaum. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694533	"N 6923            P 38   A 4   2013"
	"TR655 .P37 2013"	"Paradies : Liebe, Glaube, Hoffnung = Paradise : love, faith, hope / Herausgeber, Claus Philipp und Astrid Wolfig ; Autoren, Marina Abramovic¿¿ [and nine others]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694536	"TR  655            P 37   2013"
	"B829.5 .S483 2013"	"New phenomenology : a philosophical introduction / J. Aaron Simmons and Bruce Ellis Benson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694538	"B  8295           S 483   2013"
"  an-cn-bc"	"N8520 .A56 2013"	"Okanagan artists in their studios / Patricia Ainslie. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694539	"N 8520            A 56   2013"
"  an-us-utan-us---"	"PS3623.A359553 Z46 2013"	"Quench your thirst with salt / essays by Nicole Walker. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694542	"PS 3623            A 359553   Z 46   2013"
	"NK2113 .B3455 2013"	"Retro style : class, gender and design in the home / Sarah Elsie Baker. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694543	"NK 2113            B 3455   2013"
	"PN1271 .V47 2013"	"Stylistics of poetry : context, cognition, discourse, history / Peter Verdonk. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694545	"PN 1271            V 47   2013"
"  an-us---an-us-il"	"E815 .H37 2013"	"Battleground 1948 : Truman, Stevenson, Douglas, and the most surprising election in Illinois history / Robert E. Hartley. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694548	"E  815            H 37   2013"
	"PR6003.E282 Z5688 2013"	"Beckett and animals / edited by Mary Bryden. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694549	"PR 6003            E 282   Z 5688   2013"
	"SB295.C35 C54 2013"	"Cannabis : evolution and ethnobotany / Robert C. Clarke and Mark D. Merlin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694550	"SB  295            C 35   C 54   2013"
"  aa-is---"	"TR681.C5 C477 2013"	"Children of Israel / by Alethea Gold and Luca Zordan. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694551	"TR  681            C 5   C 477   2013"
"  an-us-ny"	"NX512.3.A35 G75 2013"	"Harlem nocturne : women artists & progressive politics during World War II / Farah Jasmine Griffin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694553	"NX  5123           A 35   G 75   2013"
"  ae-uk-en"	"PR545.W6 W85 2013"	"Producing women's poetry, 1600-1730 : text and paratext, manuscript and print / Gillian Wright, University of Birmingham. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694557	"PR  545            W 6   W 85   2013"
"  aaz-----"	"DS341 .S6354 2013"	"South Asia 2060 : envisioning regional futures / edited by Adil Najam and Moeed Yusuf. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694559	"DS  341            S 6354   2013"
	"BH301.S7 B73 2013"	"Sublime in modern philosophy : aesthetics, ethics, and nature / Emily Brady, University of Edinburgh. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694560	"BH  301            S 7   B 73   2013"
"  an-us---"	"GE180 .S88 2013"	"US politics & climate change : science confronts policy / Glen Sussman, Byron W. Daynes. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694562	"GE  180            S 88   2013"
"  an-us-ca"	"F869.L857 T67 2013"	"Before L.A. : race, space, and municipal power in Los Angeles, 1781-1894 / David Samuel Torres-Rouff. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694565	"F  869            L 857   T 67   2013"
"  an-us---"	"D769.339 .W35 2013"	"Bracketing the enemy : forward observers in World War II / John R. Walker. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694566	"D  769339         W 35   2013"
	"PS3563.A39 D69 2013"	"Down and up : poems / by Clarence Major. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694568	"PS 3563            A 39   D 69   2013"
	"PR6025.I25 A6 2013"	"Forty Days in the Calypso Saloon & Frescoes with Graffiti / Christopher Middleton. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694569	"PR 6025            I 25   A 6   2013"
	"PS3603.O3465 H97 2012"	"Hypothetical girl / Elizabeth Cohen. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694571	"PS 3603            O 3465   H 97   2012"
"  an-us-mo"	"PS3573.O6263 M35 2013"	"Maid's Version : a novel / Daniel Woodrell. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694574	"PS 3573            O 6263   M 35   2013"
	"BC177 .W3247 2013"	"Methods of argumentation / Douglas Walton, University of Windsor, Canada. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694576	"BC  177            W 3247   2013"
"  an-us---"	"E185.615 .N384 2013"	"New Black : what has changed and what has not with race in America / edited by Kenneth W. Mack and Guy-Uriel E. Charles. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694578	"E  185615         N 384   2013"
"  an-us-ny"	"PS3529.H29 N49 2013"	"New York stories / John O'Hara ; edited with an introduction by Steven Goldleaf ; foreword by E. L. Doctorow. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694579	"PS 3529            H 29   N 49   2013"
	"PN212 .P644 2013"	"Poetics of unnatural narrative / edited by Jan Alber, Henrik Skov Nielsen, Brian Richardson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694581	"PN  212            P 644   2013"
"  an-us---"	"E312.17 .S66 2013"	"Sons of the father : George Washington and his prote¿¿ge¿¿s / edited by Robert M.S. McDonald. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694583	"E  31217          S 66   2013"
	"HT166 .F378 2013"	"Sustainable urban metabolism / Paulo Ferra¿¿o and John E. Ferna¿¿ndez. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694584	"HT  166            F 378   2013"
"  an-us---"	"E185.625 .C86 2013"	"African American challenge to just war theory : a Christian approach / by Ryan P. Cumming. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694585	"E  185625         C 86   2013"
"  ae-uk---ae-uk-en"	"DA397 .C87 2013"	"Charles I and the aristocracy, 1625-1642 / Richard Cust. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694586	"DA  397            C 87   2013"
	"PN1994 .F43814 2013"	"Film analysis : a Norton reader / edited by Jeffrey Geiger and R.L. Rutsky. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694589	"PN 1994            F 43814   2013"
"  an-us---"	"E184.S75 F43 2014"	"Latinos facing racism : discrimination, resistance, and endurance / Joe R. Feagin and Jose¿¿ A. Cobas. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694594	"E  184            S 75   F 43   2014"
"  an-us---"	"E450 .B59 2013"	"Making freedom : the Underground Railroad and the politics of slavery / R.J.M. Blackett. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694595	"E  450            B 59   2013"
"  ae-it---"	"NA2599.8.T34 B5413 2013"	"Project of crisis : Manfredo Tafuri and contemporary architecture / Marco Biraghi ; translated by Alta Price. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694598	"NA 25998           T 34   B 5413   2013"
	"N7480 .M69 2013"	"Visual time : the image in history / Keith Moxey. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694602	"N 7480            M 69   2013"
	"TR183 .T4753 2013"	"Why photography matters / Jerry L. Thompson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694604	"TR  183            T 4753   2013"
	"PE1404 .W323 2013"	"Writing in context : composition in first-year learning communities / Paul Walker, Murray State University. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694605	"PE 1404            W 323   2013"
	"JZ6369 .W353 2013"	"All necessary measures : the United Nations and humanitarian intervention / Carrie Booth Walling. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694606	"JZ 6369            W 353   2013"
"  an-mx---anc-----"	"F1392.B55 B56 2013"	"Blackness and mestizaje in Mexico and Central America / edited by Elisabeth Cunin and Odile Hoffmann. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694607	"F 1392            B 55   B 56   2013"
	"PR9199.3.H3255 C38 2013"	"Cave painter ; The woodcutter / by Don Hannah. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694609	"PR 91993           H 3255   C 38   2013"
"  as-ck---"	"TR659.8 .T63 2013"	"Everything passes / texts, Alfonso Morales ; translation, Gregory Dechant. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694611	"TR  6598           T 63   2013"
"  aa-cc---"	"DS730 .B66 2013"	"Expatriates in China : experiences, opportunities and challenges / Ilaria Boncori. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694612	"DS  730            B 66   2013"
	"B751.Z7 I587 2013"	"Interpreting Avicenna : critical essays / edited by Peter Adamson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694613	"B  751            Z 7   I 587   2013"
"  an-us-la"	"GV858.L65 B34 2013"	"Mike the tiger : the roar of LSU / David G. Baker and W. Sheldon Bivin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694615	"GV  858            L 65   B 34   2013"
"  an-us-fl"	"E78.F6 S76 2013"	"Mission cemeteries, mission peoples : historical and evolutionary dimensions of intracemetery bioarchaeology in Spanish Florida / Christopher M. Stojanowski ; foreword by Clark Spencer Larsen. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694616	"E   78            F 6   S 76   2013"
"  aas-----"	"JQ750.A58 B47 2013"	"Political change in southeast Asia / Jacques Bertrand, University of Toronto. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694617	"JQ  750            A 58   B 47   2013"
"  aa-iq---an-us---"	"DS79.767.M67 P67 2013"	"Post-ethical society : the Iraq War, Abu Ghraib, and the moral failure of the secular / Douglas V. Porpora, Alexander Nikolaev, Julia Hagemann May, Alexander Jenkins. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694618	"DS   79767         M 67   P 67   2013"
	"PR6067.U5 Z55 2013"	"Re: Quin / Robert Buckeye. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694620	"PR 6067            U 5   Z 55   2013"
"  af-sj---"	"HT1381 .N84 2013"	"Slavery in the Sudan : history, documents, and commentary / by Mohamed Ibrahim Nugud ; edited and translated by Asma Mohamed Abdel Halim ; edited by Sharon Barnes. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694622	"HT 1381            N 84   2013"
	"ND1145 .A6913 2013"	"Take a closer look / Daniel Arasse ; translated from the French by Alyson Waters. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694624	"ND 1145            A 6913   2013"
"  an-us-tx"	"GV959.52.T4 S55 2013"	"Texas high school football dynasties / Rick Sherrod ; foreword by G.A. Moore. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694625	"GV  95952          T 4   S 55   2013"
"  an-us---"	"HV6545.7 .V48 2013"	"Veteran suicide : a public health imperative / edited by Robert M. Bossarte, PhD. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694626	"HV 65457           V 48   2013"
"  an-us---"	"JK721 .A67 2014"	"Women and public service : barriers, challenges, and opportunities / Mohamad G. Alkadry and Leslie E. Tower. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694627	"JK  721            A 67   2014"
"  an-us---amm-----aff-----"	"D766 .B36 2013"	"Battalion commanders at war : U.S. Army tactical leadership in the Mediterranean Theater, 1942-1943 / Steven Thomas Barry. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694631	"D  766            B 36   2013"
"  an-us---"	"TX833.5 .R425 2009"	"Real Simple best recipes : easy, delicious meals / recipes edited by Lygeia Grace and Kate Merker. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694632	"TX  8335           R 425   2009"
	"PR2674 .C58 2013"	"Christopher Marlowe in Context / edited by Emily C. Bartels and Emma Smith. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694633	"PR 2674            C 58   2013"
	"P93 .K74 2013"	"Content analysis : an introduction to its methodology / Klaus Krippendorff. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694634	"P   93            K 74   2013"
	"AZ195 .J66 2014"	"Emergence of the digital humanities / Steven E. Jones. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694635	"AZ  195            J 66   2014"
"  an-us---"	"E744.5 .H37 2013"	"Empire of ideas : the origins of public diplomacy and the transformation of U.S. foreign policy / Justin Hart. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694636	"E  7445           H 37   2013"
	"QA99 .P664 2013"	"Magnificent mistakes in mathematics / Alfred S. Posamentier, Ingmar Lehmann. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694638	"QA   99            P 664   2013"
"  an-us-tx"	"PS3613.I5919 O54 2013"	"One good thing : a novel / Kevin Alan Milne. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694640	"PS 3613            I 5919   O 54   2013"
	"PR5907 .A76 2013"	"Reframing Yeats : genre, allusion and history / Charles I. Armstrong. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694642	"PR 5907            A 76   2013"
	"PZ7.H531615 Sec 2012"	"Secrets of Shakespeare's grave / by Deron R. Hicks ; illustrated by Mark Edward Geyer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694645	"PZ    7            H 531615   SEC   2012"
"  an-us---"	"LB1576 .H3396 2013"	"Accelerating literacy for diverse learners : strategies for the common core classrooms, K-8 / Socorro G. Herrera, Della R. Perez, Shabina K. Kavimandan, Stephanie Wessels ; foreword by Ester J. de Jong. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694649	"LB 1576            H 3396   2013"
