F043	DISPLAY_CALL_NO	TITLE	URL_Voyager	NORMALIZED_CALL_NO
"  an-us---"	"PN1992.92.F66 S25 2013"	"From scratch : inside the Food Network / Allen Salkin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700389	"PN 199292          F 66   S 25   2013"
	"PN56.B62 G37 2013"	"Haptic modernism : touch and the tactile in modernist writing / Abbie Garrington. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700390	"PN   56            B 62   G 37   2013"
	"CB361 .B36 2013"	"History of the Renaissance world : from the rediscovery of Aristotle to the conquest of Constantinople / Susan Wise Bauer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700391	"CB  361            B 36   2013"
"  an-us---"	"E791 .B79 2013"	"One summer : America, 1927 / Bill Bryson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700395	"E  791            B 79   2013"
"  an-us---"	"E807.1.R48 A25 2013"	"Quotable Eleanor Roosevelt / edited by Michele Wehrwein Albion. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700398	"E  8071           R 48   A 25   2013"
	"HM585 .P35 2013"	"Radical sociality : on disobedience, violence and belonging / Margarita Palacios. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700399	"HM  585            P 35   2013"
"  ae-uk---"	"ML3780 .K67 2013"	"Rhythms of labour : music at work in Britain / Marek Korczynski, Michael Pickering and Emma Robertson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700401	"ML 3780            K 67   2013"
	"UG403 .M87 2013"	"Rocky road to the Great War : the evolution of trench warfare to 1914 / Nicholas Murray ; foreword by Hew Strachan. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700402	"UG  403            M 87   2013"
"  an-us---an------as------"	"E443 .D56 2013"	"Servants of Allah : African Muslims enslaved in the Americas / Sylvanie A. Diouf. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700403	"E  443            D 56   2013"
	"NA2543.S6 A6272 2014"	"Architecture and capitalism : 1845 to the present / [edited by] Peggy Deamer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700404	"NA 2543            S 6   A 6272   2014"
"  an-us---"	"E183.7 .A64 2013"	"Evangelicals and American foreign policy / Mark R. Amstutz. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700406	"E  1837           A 64   2013"
	"B2430.L964 W35 2013"	"Expressing the inexpressible in Lyotard and Pseudo-dionysius : bearing witness as spiritual exercise / Me¿¿lanie V. Walton. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700407	"B 2430            L 964   W 35   2013"
"  aa-pk---"	"DS385.M83 A3 2013"	"Faithful scribe : a story of Islam, Pakistan, family, and war / Shahan Mufti. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700409	"DS  385            M 83   A 3   2013"
	"DA765 .B69 2013"	"Fascist Scotland : Caledonia and the far right / Gavin Bowd. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700410	"DA  765            B 69   2013"
"  ae-uk-en"	"B765.A84 M36 2013"	"Man born out of due time : new perspectives on St. Anselm of Canterbury / Br. Dunstan Robidoux, editor ; From the Monks of St. Anselm's Abbey and Other Contributors. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700412	"B  765            A 84   M 36   2013"
	"BD638 .M49 2013"	"Nature of time / Ulrich Meyer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700413	"BD  638            M 49   2013"
"  an-us---aa-af---"	"DS371.412 .R62 2013"	"One hundred victories : special ops and the future of American warfare / Linda Robinson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700414	"DS  371412         R 62   2013"
"  an-usp--"	"ND237.P814 A4 2013"	"Howard Post : western perspectives. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691876	"ND  237            P 814   A 4   2013"
	"NC997 .J87 2013"	"Just kidding! : A to Z designs for kids & kidults / published and edited by Viction:ary. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691880	"NC  997            J 87   2013"
"  af------"	"PN98.E36 E35 2013"	"Eco-critical literature : regreening African landscapes / edited by Ogaga Okuyade. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691884	"PN   98            E 36   E 35   2013"
	"NC1001 .B73 2013"	"Becoming a successful illustrator / Derek Brazell and Jo Davies. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691886	"NC 1001            B 73   2013"
	"N6465.A7 F6313 2012"	"Art nouveau : between modernism and romantic nationalism / Matteo Fochessati. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691890	"N 6465            A 7   F 6313   2012"
	"PQ7797.A66 J813 2013"	"Mad toy / Roberto Arlt ; translated by James Womack ; [foreword by Colm To¿¿ibi¿¿n]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691898	"PQ 7797            A 66   J 813   2013"
"  an-us-tx"	"F392.B5 A28 2010"	"Cultural resources survey of the Oak Glen/Haskin low water crossing project in Bexar County, Texas / prepared by Laura I. Acun¿¿a and Abigail Peyton ; principal investigator, Abigail Peyton. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691900	"F  392            B 5   A 28   2010"
"  an-us-tx"	"E78.T4 M55 2010"	"Results of archaeological investigations for the proposed Sugarland Ranch levee and detention ponds project, Fort Bend County, Texas / prepared by Kevin A. Miller, Brandon S. Young, Sue Moss, Ken Lawrence, and Steve Carpenter ; principal investigator Kevi"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691921	"E   78            T 4   M 55   2010"
"  aa-ii---"	"PN5377.T4 S24 2013"	"Screening the public sphere : media and democracy in India / Saima Saeed. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691922	"PN 5377            T 4   S 24   2013"
	"PS3613.C3879 P46 2013"	"Penny, n. / Madeline McDonnell. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691924	"PS 3613            C 3879   P 46   2013"
	"PQ7390.G773 A2 2013"	"Cage within : poems / by Wendy Guerra ; translated by Elizabeth Polli. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691926	"PQ 7390            G 773   A 2   2013"
	"ND237.M44 A4 2013"	"Arnold Mesches : a life's work. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691927	"ND  237            M 44   A 4   2013"
	"QH345 .T56 2014"	"Physical chemistry : principles and applications in biological sciences / Ignacio Tinoco, Jr. ... [et al.]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691938	"QH  345            T 56   2014"
	"G1487.N619 M35 2013"	"North Cascades Highway : a roadside guide to America's alps / Jack McLeod. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692136	"G 1487            N 619   M 35   2013"
	"GF852.P26 H46 2013"	"Tracing the Melanesian person : emotions and relationships in Lihir / by Susan R. Hemer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692139	"GF  852            P 26   H 46   2013"
"  ae-au---"	"DB91 .B87 2013"	"Polemical Austria : the rhetorics of national identity : from empire to the second republic / Anthony Bushell. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692140	"DB   91            B 87   2013"
	"B808.5 .O94 2013"	"Oxford handbook of the history of analytic philosophy / edited by Michael Beaney. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692142	"B  8085           O 94   2013"
"  ae-fr---aff-----"	"NX650.G44 S55 2013"	"Transcultural encounters : gender and genre in Franco-Maghrebi art / Siobha¿¿n Shilton. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692144	"NX  650            G 44   S 55   2013"
"  ae-uk-en"	"PR461 .H93 2013"	"London's underground spaces : representing the Victorian city, 1840-1915 / Haewon Hwang. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692147	"PR  461            H 93   2013"
	"PA5115 .K35 2013"	"Ethnography after antiquity : foreign lands and peoples in Byzantine literature / Anthony Kaldellis. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692152	"PA 5115            K 35   2013"
	"PN1995 .R33 2013"	"Rancie¿¿re and film / edited by Paul Bowman. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692154	"PN 1995            R 33   2013"
	"PN56.M54 P38 2013"	"Modernist literature and postcolonial studies / Rajeev S. Patke. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692158	"PN   56            M 54   P 38   2013"
	"SH687 .R357 2013"	"Feeding time : a fly fisher's guide to what, where, and when trout eat / Jason Randall. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692223	"SH  687            R 357   2013"
"  an-us-ca"	"NA2705.5 .G65 2013"	"Never built Los Angeles / Greg Goldin, Sam Lubell ; foreword by Thom Mayne. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692226	"NA 27055           G 65   2013"
	"CC72 .M38 2013"	"Archaeology beyond postmodernity : a science of the social / Andrew M. Martin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692228	"CC   72            M 38   2013"
	"PR1309.S5 B43 2013"	"Beacons : stories for our not so distant future / edited by Gregory Norminton. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692229	"PR 1309            S 5   B 43   2013"
	"LB14.7 .B527 2014"	"Beautiful risk of education / Gert J.J. Biesta. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692230	"LB   147           B 527   2014"
"  ae-fr---"	"ND553.V453 A4 2012"	"Bernar Venet : 1961-2012 : paintings = peintures = dipinti. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692231	"ND  553            V 453   A 4   2012"
	"B3279.H49 B588 2013"	"Bloomsbury companion to Heidegger / edited by Franc¿¿ois Raffoul, Eric S. Nelson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692233	"B 3279            H 49   B 588   2013"
	"PS3619.A998 B75 2013"	"Brief encounters with the enemy : fiction / Said Sayrafiezadeh. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692234	"PS 3619            A 998   B 75   2013"
"  ae-sz---"	"NA4475.S92 S25 2012"	"Bundesverwaltungsgericht - bauen fu¿¿r die Justiz = Tribunal administratif fe¿¿de¿¿ral - e¿¿difier pour la justice = Tribunale amminstrativo federale - edificare per la giustizia / Staufer & Hasler Architekten ; herausgegeben im Auftrag des Kantons St. Ga"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692235	"NA 4475            S 92   S 25   2012"
"  an-us-mdan-us-ct"	"E474.65 .B326 2013"	"Connecticut Yankees at Antietam / John Banks. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692236	"E  47465          B 326   2013"
	"B3279.H49 W63 2013"	"Heidegger's eschatology : theological horizons in Martin Heidegger's early work / Judith Wolfe. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692240	"B 3279            H 49   W 63   2013"
"  ae-au---"	"NX456.5.P38 K37 2012"	"Karl Karner, Linda Samaraweerova : Greenkasten / [Herausgeber: Karl Karner und Linda Samaraweerova¿¿ ; Texte: Sandra Noeth, Cornelia Offergeld, Helmut Ploebst, Florian Steininger ; U¿¿bersetzungen: David Ender, Abigail Prohaska = Editors, Karl Karner und "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692242	"NX  4565           P 38   K 37   2012"
"  an-mx---"	"F1234 .J835 2012"	"Mexico's once and future revolution : social upheaval and the challenge of rule since the late nineteenth century / Gilbert M. Joseph and Ju¿¿rgen Buchenau. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692244	"F 1234            J 835   2012"
	"PN4756 .N49 2014"	"New ethics of journalism : principles for the 21st century / Kelly McBride, the Poynter Institute ; Tom Rosenstiel, American Press Institute, [editors]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692245	"PN 4756            N 49   2014"
	"NK3600 .H355 2013"	"Shadow type : classic three-dimensional lettering / Steven Heller and Louise Fili. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692247	"NK 3600            H 355   2013"
"  ae-uk-ni"	"PR6113.C4767 B37 2013"	"Bastard pleasure / Sea¿¿n McGrady. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692248	"PR 6113            C 4767   B 37   2013"
"  an-us---"	"PN1992.6 .A695 2013"	"Changing minds or changing channels? : partisan news in an age of choice / Kevin Arceneaux and Martin Johnson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692250	"PN 19926           A 695   2013"
"  an-us---aa-vt---"	"DS558.4 .W37 2013"	"Charlie one five : a Marine company's Vietnam War / Nicholas Warr ; foreword by Scott Nelson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692251	"DS  5584           W 37   2013"
	"JF801 .C5698 2013"	"Citizenship and security : the constitution of political being / edited by Xavier Guillaume and Jef Huysmans. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692252	"JF  801            C 5698   2013"
	"P302.77 .D566 2013"	"Discourses of war and peace / edited by Adam Hodges. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692254	"P  30277          D 566   2013"
"  an-us---"	"HV699 .L43944 2013"	"Fictive kinship : family reunification and the meaning of race and nation in American immigration / Catherine Lee. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692256	"HV  699            L 43944   2013"
	"HV6025 .F73 2013"	"Fundamentals of criminology : new dimensions / Kelly Frailing, Dee Wood Harper. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692257	"HV 6025            F 73   2013"
	"JA71 .H815 2013"	"Hunting and weaving : empiricism and political philosophy / edited by Thomas Heilke and John von Heyking. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692259	"JA   71            H 815   2013"
	"HM786 .S3845 2014"	"Institutions and organizations : ideas, interests, and identities / W. Richard Scott, Stanford University. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692260	"HM  786            S 3845   2014"
	"AM121 .B47 2013"	"Magnetic : the art and science of engagement / Anne Bergeron and Beth Tuttle. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692261	"AM  121            B 47   2013"
	"PR6119.H398 O54 2013"	"One thousand and one nights : a retelling / by Hanan al-Shaykh ; foreword by Mary Gaitskill. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692264	"PR 6119            H 398   O 54   2013"
	"HQ76.25 O98 2013"	"Out spoken : perspectives on queer identities / edited by Wes D. Pearce and Jean Hillabold. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692265	"HQ   7625          O 98   2013"
"  af-sa---"	"DT1948 .W54 2013"	"Ruth First and Joe Slovo in the war against apartheid / Alan Wieder ; foreword by Nadine Gordimer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692267	"DT 1948            W 54   2013"
"  ae-gr---"	"QB21 .G73 2013"	"Science before Socrates : Parmenides, Anaxagoras, and the new astronomy / Daniel W. Graham. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692268	"QB   21            G 73   2013"
	"PR830.S65 H6713 2013"	"Secret war : treason, espionage, and modern fiction / Eva Horn ; translated from the German by Geoffrey Winthrop-Young. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692269	"PR  830            S 65   H 6713   2013"
	"PR3017 .S53 2013"	"Shakespeare and politics : what a sixteenth-century playwright can tell us about twenty-first-century politics / edited by Bruce E. Altschuler, Michael A. Genovese. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692270	"PR 3017            S 53   2013"
	"LB1576 .T366 2013"	"Teacher inquiry in literacy workshops : forging relationships through Reggio-inspired practice / edited by Judith T. Lysaker, Purdue University, Foreword by Louise Boyd Cadwell. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692271	"LB 1576            T 366   2013"
	"B1545.Z7 W45 2013"	"Adam Smith's pluralism : rationality, education, and the moral sentiments / Jack Russell Weinstein. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692272	"B 1545            Z 7   W 45   2013"
"  af------"	"ML1035 .A52 2014"	"African drumming : the history and continuity of African drumming traditions / Modesto Amegago. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692273	"ML 1035            A 52   2014"
"  af-et---af-ua---af-sj---"	"DT390.A88 H38 2013"	"Aksum and Nubia : warfare, commerce, and political fictions in ancient northeast Africa / by George Hatke. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692274	"DT  390            A 88   H 38   2013"
	"BD581 .B355 2013"	"Barbarian principle : Merleau-Ponty, Schelling, and the question of nature / edited by Jason M. Wirth with Patrick Burke. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692275	"BD  581            B 355   2013"
"  apo-----"	"HV5770.O3 M37 2013"	"Drinking smoke : the tobacco syndemic in Oceania / Mac Marshall. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692276	"HV 5770            O 3   M 37   2013"
"  ae-it---"	"DG223.3 .E883 2013"	"Etruscan world / edited by Jean MacIntosh Turfa. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692277	"DG  2233           E 883   2013"
"  aa-cc---"	"DS777.53 .M555 2013"	"Forgotten ally : China's World War II, 1937-1945 / Rana Mitter. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692278	"DS  77753          M 555   2013"
	"B1667.S374 S326 2013"	"G.F. Stout and the psychological origins of analytic philosophy / Maria van der Schaar, University of Leiden, The Netherlands. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692279	"B 1667            S 374   S 326   2013"
	"B2929 .W56 2013"	"Hegel's Phenomenology of spirit : a critical rethinking in seventeen lectures / Richard Dien Winfield. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692280	"B 2929            W 56   2013"
"  af-ua---"	"DT83 .R66 2013"	"History of ancient Egypt : from the first farmers to the Great Pyramid / John Romer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692281	"DT   83            R 66   2013"
"  an-us-ms"	"PS3612.A959 Z46 2013"	"How to slowly kill yourself and others in America : essays / Kiese Laymon. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692282	"PS 3612            A 959   Z 46   2013"
