Title	Continent	ConName	Country	NationName	State	StateName	Lat	Long	Subject	SubSubject	URL
"U.S. Army and counterinsurgency in the Philippine war, 1899- 1902 / Brian McAllister Linn. "	a	Asia	ph	Philippines	--		13	122	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=791438
"Conservative mythology and public policy in America / Arnold Vedlitz. "	n	North America	us	United States	--		38	-97	J	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=771139
"Presidency and public policy making / George C. Edwards, III, Steven A. Shull, Norman C. Thomas, editors. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=771413
"Congress & the presidency. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=777124
"State legislatures. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=777127
"American age : United States foreign policy at home and abroad since 1750 / Walter LaFeber. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=784415
"Democracies in crisis : public policy responses to the Great Depression / Kim Quaile Hill. "	n	North America	us	United States	--		38	-97	H	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=785500
"Iran and the United States : a cold war case study / Richard W. Cottam. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=767219
"U.S. Postal Service : status and prospects of a public enterprise / John T. Tierney. "	n	North America	us	United States	--		38	-97	H	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=773315
"Tax policy and the economy. "	n	North America	us	United States	--		38	-97	H	J	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=779754
"China's global presence : economics, politics, and security / edited by David M. Lampton and Catherine H. Keyser. "	a	Asia	cc	China	--		35	105	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=779859
"Cuban missile crisis of 1962 : needless or necessary / William J. Medland. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=780008
"Wildlife and the public interest : nonprofit organizations and federal wildlife policy / James A. Tober. "	n	North America	us	United States	--		38	-97	Q	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=774224
"Critical choices / Barry P. Bosworth ... [et al.]. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=774393
"Moscow station : how the KGB penetrated the American Embassy / Ronald Kessler. "	e	Europe	ur	Soviet Union	--		54.1833	45.1833	U	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=774940
"Che Guevara and the Cuban Revolution : writings and speeches of Ernesto Che Guevara / edited by David Deutschmann. "	n	North America	cu		--		48.1667	-100.1667	F	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=768989
"Decline and fall of the liberal Republicans : from 1952 to the present / Nicol C. Rae. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=775031
"American federalism : a view from the States / Daniel J. Elazar. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=781314
"Beyond Sputnik : U.S. science policy in the twenty-first century / Homer A. Neal, Tobin L. Smith, and Jennifer B. McCormick. "	n	North America	us	United States	--		38	-97	Q	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=3049897
"Economic history of Iran, 1800-1914 / Edited by Charles Issawi. "	a	Asia	ir	Iran	--		32	53	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=3720675
"Pitied but not entitled : single mothers and the history of welfare, 1890-1935 / Linda Gordon. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=3061191
"Texas politics : a reader / edited by Anthony Champagne and Edward J. Harpham. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=3061193
"Masks of war : American military styles in strategy and analysis / Carl H. Builder ; foreword by Sam Nunn. "	n	North America	us	United States	--		38	-97	U	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=793106
"Foreign relations : analysis of its anatomy / Elmer Plischke. "	n	North America	us	United States	--		38	-97	J	X	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=793509
"At the margins : presidential leadership of Congress / George C. Edwards III. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=793699
"Bram Stoker, Dracula and the Victorian gothic stage / Catherine Wynne, University of Hull, UK. "	e	Europe	uk	Great Britain	--		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571094
"Cambridge companion to Old English literature / [edited by] Malcolm Godden and Michael Lapidge. "	e	Europe	uk	Great Britain	en		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571095
"Custer's road to disaster : the path to Little Bighorn / Kevin M. Sullivan. "	n	North America	us	United States	--		38	-97	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571097
"Post-rationalism : psychoanalysis, epistemology and Marxism in post-war France / Tom Eyers. "	e	Europe	fr	France	--		46	2	B	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571108
"Samuel Beckett's library / Dirk Van Hulle, Mark Nixon. "	e	Europe	ie	Ireland	--		53	-8	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571109
"Acts of conspicuous compassion : performance culture and American charity practices / Sheila C. Moeschen. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571118
"Anglo-Saxon world / Nicholas J. Higham and Martin J. Ryan. "	e	Europe	uk	Great Britain	en		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571119
"Call to arms : mobilizing America for World War II / Maury Klein. "	n	North America	us	United States	--		38	-97	D	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571121
"Stitching in the stacks : librarian-inspired knits / edited by Sarah Barbour. "	n	North America	us	United States	--		38	-97	T	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4555498
"Pulp fiction of the 1920s and 1930s / editor, Gary Hoppenstand, Michigan State University. "	n	North America	us	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4555510
"Fire Island modernist : Horace Gifford and the architecture of seduction / Christopher Bascom Rawlins ; Foreword by Alastair Gordon. "	n	North America	us	United States	ny	New York	42.965	-76.0167	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4555534
"Democracy in Iran / Ramin Jahanbegloo, Associated Professor, University of Toronto. "	a	Asia	ir	Iran	--		32	53	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4555562
"Morality of China in Africa : the Middle Kingdom and the Dark Continent / edited by Stephen Chan. "	a	Asia	cc	China	--		35	105	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4555566
"Bolivia : processes of change / John Crabtree and Ann Chaplin. "	s	South America	bo	Bolivia	--	 	-17	-65	H	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4555571
"Literature and culture in Late Byzantine Thessalonica / Eugenia Russell. "	e	Europe	gr	Greece	--		39	22	D	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4555597
"Projects / [Brian Bowen Smith]. "	n	North America	us	United States	--		38	-97	O	v	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4556749
"Tabboo! : the art of Stephen Tashjian / [edited by Lia Gangitano]. "	n	North America	us	United States	--		38	-97	O	v	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4556761
"Au Louvre : Arcadia revisited / Annaelies Oberdanner ; Marta Smolin¿¿ska, Einfu¿¿hrung-Introduction ; Annaelies Oberdanner, 81 Fotografien - Photographs ; Suzie Jungeun Lee, Sidestep. "	e	Europe	fr	France	--		46	2	O	v	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4557726
"New Grove Bach family / Christoph Wolff ... [et al.]. "	e	Europe	gx	Germany	--		51	9	M	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571072
"Anglo-Saxon church of All Saints, Brixworth, Northamptonshire : survey, excavation and analysis, 1972-2010 / by David Parsons and D.S. Sutherland, with Rosemary Cramp, Richard Gem, P.S. Barnwell and David Hall ; specialist reports by Ian Bailiff, Andrew M"	e	Europe	uk	Great Britain	en		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571082
"Routledge handbook of American military and diplomatic history : 1865 to the present / edited by Antonio S. Thompson and Christos Frentzos. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571128
"Stalinist city planning : professionals, performance, and power / Heather D. DeHaan. "	e	Europe	ur	Soviet Union	--		54.1833	45.1833	H	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571130
"Two-state solution : the UN partition resolution of mandatory Palestine : analysis and sources / edited by Ruth Gavison ; translation from Hebrew: Gadi Weber ; translation editor: Allan Arkush. "	a	Asia	is	Israel	--		31.5	34.75	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571132
"Wake up, counselors! : restoring counseling services for troubled teens / William L. Fibkins. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571134
"Wealth and power : China's long march to the twenty-first century / Orville Schell and John Delury. "	a	Asia	cc	China	--		35	105	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571135
"What is your race? : the census and our flawed efforts to classify Americans / Kenneth Prewitt. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571136
"Chaim Potok : confronting modernity through the lens of tradition / edited by Daniel Walden. "	n	North America	us	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571140
"Complete short stories of James Purdy / James Purdy ; introduction by John Waters. "	n	North America	us	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571144
"Egyptian revolution 2.0 : political blogging, civic engagement, and citizen journalism / Mohammed el-Nawawy and Sahar Khamis. "	f	Africa	ua	Egypt	--		27	30	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571149
"St Petersburg and the Russian court, 1703-1761 / Paul Keenan, lecturer in international history, London School of Economics, UK. "	e	Europe	ru	Russia	--		60	100	D	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571154
"Romanzo indiscreto : epistemologia del privato nei Promessi sposi / Alessandro Bosco. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670425
"Portrait of a Renaissance feminist : Lucrezia Marinella's life and works / edited by Antonella Cagnolati ; contributions by Antonella Cagnolati ... [et al.]. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670438
"Clingmans Dome : highest mountain in the Great Smokies / Marci Spencer ; foreword by George Ellison. "	n	North America	us	United States	nc	North Carolina	47.4117	-100.5683	F	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670442
"Roma/amor : Ezra Pound, Rome, and love / edited by William Pratt, Caterina Ricciardi. "	e	Europe	it	Italy	--		42.8333	12.8333	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670452
"Tumbledown : a novel / Robert Boswell. "	n	North America	us	United States	ca	California	34.815	-92.3017	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686286
"Westphalia : the last Christian peace / Derek Croxton. "	e	Europe	--		--		48.7333	18.9333	D	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686288
"Ariel's ecology : plantations, personhood, and colonialism in the American tropics / Monique Allewaert. "	n	North America	us	United States	--		38	-97	G	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686293
"Divination, prediction and the end of the Roman Republic / Federico Santangelo. "	e	Europe	--		--		48.7333	18.9333	D	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686296
"Zuma¿¿rraga and his family : letters to Vizcaya 1536-1548 : a collection of documents in relation to the founding of a hospice in his birthplace / transcribed and introduced by Richard E. Greenleaf ; translated by Neal Kaveny. "	n	North America	mx	Mexico	--		23	-102	B	X	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691557
"We became Mexican American : how our immigrant family survived to pursue the American dream / by Carlos B. Gil. "	n	North America	mx	Mexico	--		23	-102	F	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691562
"Founding Fathers, Education, and ""The Great Contest"" : The American Philosophical Society Prize of 1797 / edited by Benjamin Justice. "	n	North America	us	United States	--		38	-97	L	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691582
"Conquering the college admissions essay in 10 steps : crafting a winning personal statement / Alan Gelb. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691590
"Fatal rivalry : Flodden 1513 : Henry VIII, James IV and the battle for Renaissance Britain / George Goodwin. "	e	Europe	uk	Great Britain	en		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691592
"Intensive cultural resources survey of the proposed Wurzbach Parkway extension project from Blanco Road to Wetmore Road, Bexar County, Texas / prepared by Mary Jo Galindo and Kevin A. Miller with contributions by Al McGraw ; principal investigator, Mary J"	n	North America	us	United States	tx	Texas	31.2433	-99.4583	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691593
"Architecture of Maritz & Young : exceptional historic homes of St. Louis / Kevin Amsler and L. John Schott, AIA. "	n	North America	us	United States	mo	Missouri	38.495	-92.6317	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691606
"Cultural resources investigations of portions of the proposed 40-mile Duke Energy-Wilbreeze pipeline project, Jackson and Lavaca counties, Texas / prepared by Michael N. Smith, Kevin A. Miller, and Mercedes C. Cody ; principal investigator, Kevin A. Mille"	n	North America	us	United States	tx	Texas	31.2433	-99.4583	F	3	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691615
"For the Republic : political essays / George Scialabba. "	n	North America	us	United States	--		38	-97	J	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691696
"Rome, portus and the Mediterranean / edited by Simon Keay. "	e	Europe	--		--		48.7333	18.9333	H	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691697
"Zur Lockerung der Perspektive : 5 x 13 Literaturkritiken / Helmut Heissenbu¿¿ttel ; ausgewa¿¿hlt und herausgegeben von Klaus Ramm ; unter Mitarbeit von Armin Stein. "	e	Europe	gx	Germany	--		51	9	P	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691726
"Native American communities on health and disability : a borderland dialogue / Lavonna L. Lovern, Carol Locust. "	n	North America	us	United States	--		38	-97	R	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691812
"Woman before Wallis : Prince Edward, the Parisian courtesan, and the perfect murder / Andrew Rose. "	e	Europe	uk	Great Britain	--		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571157
"Women shall not rule : imperial wives and concubines in China from Han to Liao / Keith McMahon. "	a	Asia	cc	China	--		35	105	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571158
"Wonder and exile in the New World / Alex Nava. "	n	North America	--		--		48.1667	-100.1667	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571159
